Испытание; 
Макс усилие отбоя;700
Выталкивающая сила; -1
Макс температура;29.6
Усилие;Перемещение
68,0;234
68,0;234
68,0;233
68,1;231
68,1;230
68,2;229
68,2;228
68,2;227
68,2;226
68,3;225
68,3;225
68,3;223
68,4;222
68,4;221
68,4;220
68,4;220
68,5;218
68,5;216
68,5;215
68,6;213
68,6;212
68,6;212
68,6;211
68,7;209
68,7;208
68,7;206
68,7;206
68,8;204
68,8;204
68,8;202
68,8;200
68,9;199
68,9;198
68,9;197
68,9;195
68,9;194
69,0;193
69,0;191
69,0;190
69,0;188
69,0;187
69,1;184
69,1;182
69,1;180
69,1;179
69,1;178
69,1;176
69,2;175
69,2;174
69,2;171
69,2;170
69,2;169
69,2;166
69,2;165
69,3;162
69,3;161
69,3;159
69,3;156
69,3;154
69,3;153
69,3;149
69,3;147
69,3;145
69,3;144
69,4;142
69,4;139
69,4;138
69,4;134
69,4;132
69,4;129
69,4;127
69,4;125
69,4;123
69,4;121
69,4;118
69,4;116
69,4;112
69,4;109
69,4;107
69,4;105
69,4;102
69,4;99
69,4;97
69,4;95
69,4;90
69,4;88
69,4;85
69,4;83
69,4;81
69,4;76
69,4;72
69,4;70
69,4;67
69,4;61
69,4;58
69,4;55
69,4;53
69,4;48
69,3;44
69,3;41
69,3;38
69,3;36
69,3;34
69,3;31
69,3;29
69,3;28
69,3;26
69,3;26
69,3;25
69,3;24
69,3;22
69,3;16
69,2;8
69,2;6
69,2;6
69,2;4
69,2;2
69,2;-2
69,2;-4
69,1;-6
69,1;-8
69,1;-9
69,1;-13
69,1;-13
69,0;-21
69,0;-18
69,0;-24
69,0;-25
69,0;-28
68,9;-32
68,9;-35
68,9;-37
68,9;-39
68,9;-42
68,9;-45
68,8;-46
68,8;-49
68,8;-52
68,8;-56
68,8;-59
68,7;-62
68,7;-70
68,7;-73
68,6;-75
68,6;-78
68,6;-87
68,6;-90
68,5;-96
68,5;-103
68,4;-112
68,4;-116
68,4;-119
68,3;-121
68,3;-130
68,3;-134
68,2;-137
68,2;-142
68,2;-146
68,1;-149
68,1;-152
68,1;-156
68,0;-159
68,0;-163
68,0;-168
67,9;-173
67,9;-176
67,8;-180
67,8;-183
67,7;-185
67,7;-188
67,7;-189
67,6;-191
67,6;-192
67,5;-196
67,5;-198
67,5;-199
67,4;-201
67,4;-202
67,3;-204
67,3;-205
67,3;-206
67,2;-208
67,2;-209
67,1;-210
67,0;-212
67,0;-213
67,0;-216
66,9;-217
66,9;-219
66,8;-221
66,8;-222
66,7;-223
66,7;-224
66,6;-225
66,5;-226
66,4;-227
66,4;-228
66,4;-229
66,3;-229
66,3;-229
66,2;-231
66,2;-231
66,1;-232
66,1;-232
66,1;-233
66,0;-233
65,9;-234
65,9;-235
65,8;-236
65,7;-237
65,7;-238
65,6;-238
65,6;-238
65,5;-240
65,4;-240
65,4;-241
65,4;-241
65,3;-241
65,3;-242
65,2;-243
65,2;-243
65,1;-244
65,0;-244
65,0;-245
64,9;-246
64,9;-246
64,8;-246
64,7;-247
64,6;-247
64,6;-248
64,5;-249
64,5;-249
64,4;-249
64,4;-250
64,3;-251
64,3;-251
64,2;-251
64,1;-252
64,0;-253
63,9;-254
63,8;-255
63,8;-255
63,7;-256
63,7;-256
63,6;-256
63,6;-257
63,5;-257
63,4;-258
63,3;-258
63,3;-259
63,2;-259
63,1;-259
63,0;-261
62,9;-261
62,9;-262
62,8;-262
62,7;-264
62,6;-264
62,6;-264
62,5;-264
62,4;-265
62,4;-266
62,2;-266
62,2;-266
62,1;-268
62,0;-269
61,9;-269
61,9;-269
61,8;-270
61,7;-271
61,6;-272
61,5;-272
61,4;-273
61,3;-273
61,2;-275
61,0;-276
60,9;-277
60,8;-279
60,7;-279
60,6;-280
60,6;-281
60,5;-282
60,4;-282
60,4;-283
60,2;-284
60,2;-285
60,1;-285
60,0;-285
59,9;-287
59,8;-288
59,7;-289
59,7;-290
59,6;-291
59,5;-292
59,5;-292
59,4;-293
59,2;-294
59,1;-296
59,0;-296
59,0;-297
58,9;-298
58,8;-299
58,7;-299
58,5;-301
58,4;-301
58,4;-302
58,3;-303
58,2;-303
58,1;-304
58,1;-305
58,0;-305
57,9;-307
57,8;-306
57,6;-307
57,5;-309
57,4;-310
57,3;-310
57,2;-311
57,2;-311
57,1;-312
57,0;-312
56,9;-313
56,8;-314
56,7;-315
56,6;-315
56,5;-315
56,4;-316
56,3;-317
56,2;-317
56,2;-317
56,1;-318
56,0;-318
55,9;-319
55,8;-320
55,7;-320
55,5;-321
55,5;-321
55,4;-322
55,3;-322
55,1;-323
55,1;-324
55,0;-324
54,9;-324
54,7;-325
54,7;-325
54,6;-325
54,5;-326
54,4;-326
54,3;-326
54,2;-328
54,1;-327
54,0;-328
53,9;-328
53,8;-328
53,8;-329
53,7;-330
53,6;-330
53,5;-330
53,3;-330
53,2;-332
53,1;-333
53,0;-333
52,9;-333
52,8;-333
52,7;-334
52,6;-335
52,5;-335
52,4;-335
52,3;-335
52,2;-336
52,2;-336
52,1;-337
52,0;-336
51,9;-337
51,8;-337
51,7;-339
51,6;-339
51,5;-339
51,4;-339
51,3;-340
51,2;-339
51,1;-340
51,0;-340
50,9;-341
50,7;-341
50,6;-341
50,5;-341
50,4;-342
50,3;-342
50,2;-341
50,0;-342
49,9;-343
49,7;-343
49,7;-343
49,6;-343
49,4;-343
49,3;-344
49,2;-344
49,1;-344
49,0;-344
49,0;-345
48,9;-345
48,8;-344
48,7;-345
48,6;-345
48,5;-346
48,3;-345
48,3;-345
48,2;-346
48,1;-346
48,0;-347
47,9;-346
47,8;-346
47,7;-346
47,6;-347
47,5;-347
47,5;-348
47,4;-347
47,3;-347
47,2;-347
47,1;-348
47,0;-349
46,8;-348
46,7;-348
46,7;-348
46,6;-348
46,5;-348
46,3;-349
46,2;-348
46,1;-348
46,0;-349
45,9;-349
45,9;-349
45,8;-349
45,7;-347
45,6;-348
45,5;-348
45,4;-348
45,2;-348
45,0;-349
45,0;-350
44,9;-351
44,8;-352
44,7;-351
44,6;-352
44,5;-353
44,4;-354
44,2;-354
44,2;-354
44,1;-355
44,0;-355
43,8;-357
43,7;-357
43,6;-358
43,5;-358
43,4;-358
43,3;-359
43,2;-359
43,2;-359
43,0;-359
42,8;-361
42,7;-361
42,5;-361
42,4;-360
42,3;-360
42,3;-362
42,2;-362
42,1;-362
42,0;-362
41,8;-362
41,7;-361
41,6;-361
41,4;-361
41,3;-361
41,2;-361
41,1;-361
40,9;-361
40,8;-361
40,7;-361
40,6;-361
40,5;-361
40,4;-361
40,3;-361
40,2;-361
40,0;-361
39,9;-361
39,8;-361
39,8;-361
39,7;-360
39,5;-360
39,4;-360
39,2;-361
39,0;-359
39,0;-360
38,9;-359
38,8;-359
38,6;-359
38,5;-358
38,4;-358
38,2;-358
38,2;-358
38,1;-357
37,9;-356
37,7;-356
37,6;-356
37,5;-356
37,5;-356
37,4;-356
37,2;-355
37,1;-355
37,0;-354
36,9;-353
36,8;-353
36,7;-353
36,6;-352
36,4;-352
36,3;-352
36,2;-352
36,2;-352
36,1;-350
36,0;-351
35,9;-351
35,8;-350
35,7;-350
35,6;-349
35,5;-349
35,3;-348
35,1;-348
35,0;-347
34,9;-347
34,8;-346
34,7;-346
34,6;-345
34,5;-345
34,4;-344
34,3;-344
34,2;-343
34,0;-342
33,9;-341
33,7;-341
33,6;-340
33,5;-340
33,4;-339
33,4;-338
33,3;-337
33,1;-337
33,0;-336
33,0;-336
32,9;-335
32,8;-335
32,7;-335
32,6;-334
32,5;-333
32,5;-332
32,3;-331
32,2;-331
32,1;-331
32,1;-329
32,0;-330
31,9;-329
31,8;-328
31,7;-327
31,6;-327
31,4;-326
31,4;-324
31,3;-324
31,2;-324
31,1;-323
31,0;-323
30,9;-322
30,8;-322
30,7;-321
30,7;-320
30,6;-320
30,4;-319
30,3;-318
30,3;-318
30,2;-317
30,0;-316
30,0;-315
29,9;-315
29,8;-314
29,7;-314
29,7;-314
29,5;-312
29,4;-311
29,3;-311
29,1;-309
29,0;-308
28,9;-306
28,7;-306
28,6;-305
28,5;-304
28,4;-304
28,4;-303
28,3;-303
28,2;-302
28,1;-301
28,0;-300
27,9;-299
27,8;-298
27,7;-298
27,7;-297
27,6;-296
27,5;-296
27,4;-294
27,3;-294
27,2;-293
27,1;-292
27,0;-291
27,0;-291
26,9;-290
26,8;-289
26,6;-287
26,6;-287
26,5;-286
26,4;-285
26,4;-285
26,3;-284
26,2;-284
26,2;-283
26,1;-282
26,1;-281
25,9;-280
25,9;-280
25,7;-278
25,6;-276
25,6;-275
25,5;-274
25,4;-274
25,4;-273
25,3;-273
25,3;-272
25,1;-270
25,1;-270
25,0;-269
25,0;-268
24,9;-268
24,799999999999997;-265
24,700000000000003;-265
24,700000000000003;-265
24,6;-263
24,5;-263
24,5;-262
24,4;-260
24,299999999999997;-260
24,299999999999997;-259
24,200000000000003;-258
24,200000000000003;-257
24,0;-256
24,0;-255
23,9;-255
23,9;-254
23,799999999999997;-252
23,799999999999997;-252
23,700000000000003;-251
23,700000000000003;-250
23,6;-249
23,6;-249
23,5;-248
23,5;-247
23,4;-247
23,4;-245
23,200000000000003;-244
23,200000000000003;-243
23,1;-242
23,1;-241
23,0;-241
23,0;-240
22,9;-239
22,9;-238
22,799999999999997;-237
22,700000000000003;-235
22,700000000000003;-234
22,6;-233
22,5;-231
22,5;-230
22,4;-230
22,4;-229
22,299999999999997;-227
22,200000000000003;-226
22,1;-223
22,1;-223
22,0;-222
21,9;-220
21,9;-219
21,9;-218
21,799999999999997;-218
21,799999999999997;-216
21,700000000000003;-216
21,700000000000003;-215
21,6;-214
21,6;-213
21,6;-212
21,5;-211
21,5;-210
21,4;-209
21,4;-209
21,4;-207
21,299999999999997;-207
21,299999999999997;-206
21,200000000000003;-204
21,200000000000003;-202
21,1;-202
21,1;-201
21,1;-200
21,0;-199
21,0;-197
21,0;-197
20,9;-196
20,9;-195
20,799999999999997;-193
20,799999999999997;-192
20,799999999999997;-191
20,700000000000003;-190
20,700000000000003;-188
20,6;-186
20,6;-185
20,6;-184
20,5;-183
20,5;-182
20,4;-180
20,4;-178
20,4;-177
20,299999999999997;-175
20,299999999999997;-173
20,200000000000003;-172
20,200000000000003;-171
20,200000000000003;-169
20,1;-169
20,1;-167
20,1;-166
20,1;-165
20,0;-165
20,0;-163
20,0;-161
19,9;-160
19,9;-159
19,9;-158
19,9;-157
19,799999999999997;-156
19,799999999999997;-154
19,799999999999997;-153
19,700000000000003;-152
19,700000000000003;-152
19,700000000000003;-149
19,6;-147
19,6;-146
19,6;-145
19,6;-144
19,6;-143
19,5;-142
19,5;-141
19,5;-140
19,5;-137
19,5;-136
19,4;-135
19,4;-133
19,4;-132
19,4;-131
19,4;-129
19,299999999999997;-126
19,299999999999997;-124
19,299999999999997;-123
19,299999999999997;-120
19,299999999999997;-119
19,200000000000003;-118
19,200000000000003;-115
19,200000000000003;-114
19,200000000000003;-113
19,200000000000003;-111
19,200000000000003;-108
19,200000000000003;-107
19,200000000000003;-105
19,200000000000003;-102
19,1;-101
19,1;-99
19,1;-98
19,1;-96
19,1;-95
19,1;-92
19,1;-90
19,1;-87
19,1;-85
19,1;-83
19,1;-82
19,1;-80
19,1;-78
19,1;-75
19,1;-74
19,1;-72
19,1;-70
19,1;-66
19,1;-63
19,1;-62
19,1;-60
19,1;-55
19,1;-53
19,1;-49
19,1;-47
19,1;-46
19,1;-43
19,1;-40
19,1;-35
19,1;-33
19,1;-31
19,200000000000003;-29
19,200000000000003;-27
19,200000000000003;-26
19,200000000000003;-24
19,200000000000003;-24
19,200000000000003;-22
19,200000000000003;-21
19,200000000000003;-20
19,200000000000003;-16
19,200000000000003;-14
19,200000000000003;-12
19,299999999999997;-9
19,299999999999997;-7
19,299999999999997;-3
19,299999999999997;-1
19,299999999999997;0
19,299999999999997;2
19,299999999999997;3
19,4;4
19,4;5
19,4;5
19,4;6
19,4;8
19,4;10
19,4;12
19,5;12
19,5;14
19,5;16
19,5;16
19,5;16
19,5;14
19,5;19
19,6;22
19,6;26
19,6;30
19,6;34
19,700000000000003;37
19,700000000000003;43
19,700000000000003;50
19,799999999999997;53
19,799999999999997;60
19,799999999999997;64
19,799999999999997;68
19,9;73
19,9;77
19,9;81
19,9;86
20,0;91
20,0;96
20,0;103
20,1;108
20,1;113
20,1;119
20,1;124
20,200000000000003;132
20,200000000000003;138
20,299999999999997;149
20,299999999999997;149
20,299999999999997;158
20,4;163
20,4;169
20,4;174
20,4;179
20,5;183
20,5;188
20,5;192
20,6;201
20,6;205
20,6;209
20,700000000000003;220
20,700000000000003;224
20,799999999999997;232
20,9;243
20,9;248
20,9;252
21,0;256
21,0;260
21,0;263
21,1;267
21,1;270
21,200000000000003;275
21,200000000000003;278
21,200000000000003;280
21,299999999999997;283
21,299999999999997;284
21,4;288
21,4;291
21,5;292
21,5;293
21,6;296
21,6;298
21,700000000000003;299
21,799999999999997;301
21,799999999999997;303
21,9;303
21,9;305
21,9;305
22,0;306
22,0;307
22,1;308
22,1;309
22,200000000000003;310
22,299999999999997;311
22,299999999999997;312
22,299999999999997;313
22,4;313
22,4;315
22,5;316
22,6;317
22,6;317
22,700000000000003;318
22,700000000000003;319
22,799999999999997;320
22,799999999999997;321
22,9;321
22,9;322
23,0;323
23,0;323
23,1;325
23,200000000000003;325
23,200000000000003;326
23,299999999999997;327
23,299999999999997;328
23,4;328
23,4;329
23,5;330
23,700000000000003;331
23,700000000000003;332
23,799999999999997;333
23,9;334
23,9;335
24,0;336
24,1;336
24,200000000000003;337
24,299999999999997;339
24,4;339
24,5;341
24,6;342
24,700000000000003;343
24,799999999999997;343
24,799999999999997;343
24,9;344
25,0;346
25,1;345
25,2;347
25,3;348
25,3;348
25,4;348
25,5;349
25,5;350
25,6;350
25,7;351
25,8;352
25,9;353
26,0;353
26,0;354
26,1;354
26,1;355
26,2;356
26,3;356
26,4;357
26,5;357
26,5;359
26,6;359
26,7;359
26,7;360
26,8;360
26,9;360
27,0;362
27,1;362
27,3;363
27,3;364
27,4;365
27,5;365
27,6;365
27,6;366
27,7;366
27,8;367
27,8;367
27,9;368
28,0;368
28,1;369
28,2;370
28,3;371
28,3;371
28,4;371
28,5;372
28,5;372
28,6;372
28,7;373
28,8;374
28,9;375
29,0;375
29,1;375
29,1;376
29,2;376
29,3;377
29,4;377
29,6;378
29,6;379
29,7;379
29,8;379
29,9;380
30,0;380
30,1;382
30,3;383
30,3;383
30,4;383
30,5;384
30,6;384
30,6;385
30,7;385
30,8;386
30,9;386
31,0;386
31,1;386
31,3;387
31,4;388
31,5;388
31,7;389
31,8;390
31,9;389
32,0;389
32,1;390
32,2;391
32,3;392
32,4;392
32,5;392
32,6;393
32,8;394
32,9;394
33,0;394
33,0;394
33,1;394
33,3;395
33,4;395
33,4;396
33,5;396
33,7;396
33,8;397
33,9;397
33,9;398
34,0;398
34,1;398
34,2;399
34,3;399
34,4;399
34,5;400
34,6;400
34,7;400
34,8;401
34,9;401
35,0;402
35,0;402
35,1;402
35,2;402
35,4;403
35,5;403
35,6;403
35,7;403
35,8;404
35,9;403
36,0;404
36,1;405
36,2;405
36,3;405
36,5;405
36,6;406
36,7;406
36,7;406
36,9;407
37,0;407
37,1;407
37,3;408
37,4;408
37,4;408
37,5;408
37,6;409
37,7;410
37,8;409
37,9;409
38,0;410
38,1;410
38,3;410
38,4;410
38,5;411
38,6;412
38,7;411
38,9;412
38,9;412
39,1;412
39,2;412
39,3;412
39,4;412
39,5;413
39,6;413
39,7;413
39,7;413
39,8;413
39,9;413
40,0;413
40,1;414
40,2;413
40,3;413
40,5;414
40,6;414
40,7;414
40,9;414
41,0;414
41,1;414
41,2;414
41,3;414
41,4;414
41,4;415
41,6;414
41,8;414
42,0;415
42,2;414
42,3;415
42,3;415
42,4;415
42,5;415
42,6;414
42,7;415
42,9;416
43,1;416
43,2;415
43,3;415
43,4;415
43,5;415
43,6;415
43,7;415
43,8;415
44,0;415
44,1;415
44,2;415
44,3;414
44,4;414
44,5;414
44,6;415
44,8;415
44,9;415
45,0;414
45,1;415
45,2;414
45,3;414
45,4;414
45,5;415
45,7;414
45,9;415
45,9;414
46,1;414
46,3;414
46,4;414
46,5;414
46,7;413
46,8;413
46,9;413
47,0;413
47,1;412
47,3;413
47,4;413
47,5;412
47,6;412
47,7;412
47,8;412
48,0;412
48,1;411
48,2;411
48,3;411
48,4;411
48,4;411
48,5;410
48,6;409
48,7;408
48,9;408
49,0;408
49,1;407
49,2;407
49,2;406
49,3;406
49,5;405
49,6;404
49,8;405
49,9;404
50,0;403
50,1;403
50,2;403
50,3;403
50,4;402
50,5;402
50,5;401
50,6;400
50,7;400
50,8;400
50,9;399
51,0;398
51,1;398
51,1;397
51,3;397
51,4;397
51,5;395
51,7;396
51,7;396
51,9;394
52,0;394
52,1;394
52,2;394
52,3;392
52,3;393
52,4;392
52,6;391
52,7;391
52,8;390
53,0;389
53,2;388
53,3;388
53,3;387
53,4;387
53,5;386
53,6;385
53,7;386
53,8;385
53,9;384
54,0;383
54,1;383
54,2;382
54,2;382
54,3;381
54,4;381
54,5;381
54,7;379
54,7;379
54,9;378
55,0;377
55,1;377
55,1;377
55,2;376
55,3;375
55,5;375
55,5;373
55,6;373
55,7;372
55,9;372
55,9;371
56,0;371
56,1;370
56,2;369
56,2;369
56,3;368
56,4;367
56,5;367
56,6;366
56,6;366
56,7;365
56,8;364
56,9;363
57,0;363
57,1;362
57,2;361
57,3;360
57,4;360
57,5;360
57,6;358
57,6;357
57,7;357
57,8;356
57,9;356
57,9;355
58,0;354
58,1;354
58,2;353
58,3;353
58,4;352
58,4;351
58,5;350
58,6;350
58,7;348
58,8;348
58,9;346
59,0;346
59,2;345
59,2;344
59,3;343
59,4;343
59,5;342
59,7;341
59,8;339
59,9;338
60,0;337
60,1;337
60,1;336
60,3;335
60,3;334
60,4;334
60,5;333
60,6;331
60,7;331
60,7;331
60,8;331
60,9;330
60,9;329
61,0;329
61,1;328
61,1;328
61,2;327
61,3;326
61,3;326
61,4;325
61,5;324
61,5;324
61,6;323
61,7;323
61,8;321
62,0;321
62,0;320
62,1;319
62,2;318
62,3;317
62,3;316
62,4;317
62,5;316
62,6;315
62,7;313
62,8;313
62,9;313
63,0;311
63,1;310
63,1;310
63,2;309
63,2;308
63,3;308
63,3;308
63,5;306
63,5;306
63,6;305
63,6;304
63,7;303
63,8;302
63,8;302
64,0;301
64,0;300
64,1;300
64,1;299
64,2;299
64,2;298
64,3;297
64,3;297
64,4;296
64,5;295
64,6;294
64,6;293
64,7;293
64,7;293
64,8;291
64,9;290
65,0;289
65,0;289
65,1;288
65,1;287
65,2;286
65,3;286
65,3;285
65,4;284
65,4;284
65,5;282
65,5;282
65,6;281
65,7;280
65,7;280
65,7;279
65,8;278
65,8;278
65,9;277
65,9;276
66,0;276
66,0;275
66,1;274
66,1;273
66,2;272
66,3;271
66,3;271
66,4;270
66,4;270
66,4;269
66,5;267
66,6;267
66,6;265
66,7;264
66,8;263
66,8;263
66,8;262
66,9;261
66,9;261
66,9;260
67,0;259
67,0;258
67,1;258
67,1;256
67,2;255
67,2;256
67,3;253
67,3;253
Испытание; 
Время;12:13:07
Оператор;программист Скориков И.А.
Серийный номер;173-105
Наименование;173.00.Н2
Максимальная длина;404
Минимальная длина;268
Скорость;0.105
Мин усилие сжатия;31
Макс усилие сжатия;41
Мин усилие отбоя;72
Макс усилие отбоя;105
Выталкивающая сила; -1
Макс температура;24.3
Усилие;Перемещение
103,4;0
103,4;0
103,5;0
103,5;-1
103,5;-1
103,5;0
103,5;-1
103,5;-1
103,6;0
103,6;0
103,6;-1
103,6;0
103,6;0
103,6;0
103,7;-1
103,7;0
103,7;-1
103,7;-1
103,7;-1
103,8;0
103,8;0
103,8;-1
103,8;-1
103,8;-1
103,9;-1
103,9;-1
103,9;0
103,9;-1
103,9;0
103,9;-1
104,0;0
104,0;0
104,0;-1
104,0;-1
104,0;-1
104,0;-1
104,1;-1
104,1;-1
104,1;-1
104,1;-1
104,1;-1
104,1;-2
104,2;-1
104,2;-1
104,2;-1
104,2;-1
104,2;-2
104,2;-2
104,2;-1
104,3;-1
104,3;-1
104,3;-1
104,3;-2
104,3;-1
104,4;-1
104,4;-2
104,4;-2
104,4;-1
104,4;-2
104,4;-1
104,4;-1
104,5;-1
104,5;-2
104,5;-1
104,5;-1
104,5;-1
104,5;-1
104,5;-1
104,5;-2
104,6;-2
104,6;-1
104,6;-1
104,6;-1
104,6;-2
104,6;-2
104,6;-2
104,6;-2
104,6;-2
104,7;-2
104,7;-2
104,7;-2
104,7;-2
104,7;-1
104,7;-2
104,7;-2
104,7;-2
104,7;-2
104,7;-2
104,8;-2
104,8;-2
104,8;-2
104,8;-2
104,8;-2
104,8;-2
104,8;-2
104,8;-2
104,8;-2
104,8;-2
104,8;-2
104,9;-2
104,9;-2
104,9;-2
104,9;-2
104,9;-2
104,9;-2
104,9;-2
104,9;-2
104,9;-2
104,9;-2
104,9;-2
104,9;-2
105,0;-2
105,0;-3
105,0;-2
105,0;-2
105,0;-2
105,0;-2
105,0;-2
105,0;-3
105,0;-3
105,0;-2
105,0;-3
105,0;-3
105,0;-3
105,1;-3
105,1;-2
105,1;-2
105,1;-3
105,1;-2
105,1;-2
105,1;-2
105,1;-2
105,1;-2
105,1;-2
105,1;-2
105,1;-3
105,1;-3
105,2;-3
105,2;-3
105,2;-3
105,2;-3
105,2;-2
105,2;-3
105,2;-3
105,2;-3
105,2;-2
105,2;-3
105,2;-2
105,2;-2
105,2;-3
105,2;-3
105,2;-3
105,2;-3
105,2;-3
105,2;-3
105,2;-3
105,2;-2
105,2;-3
105,2;-3
105,2;-3
105,2;-3
105,2;-3
105,2;-3
105,2;-3
105,3;-3
105,3;-3
105,3;-3
105,3;-3
105,3;-3
105,3;-3
105,3;-3
105,3;-4
105,3;-3
105,3;-3
105,3;-3
105,3;-3
105,3;-4
105,3;-3
105,3;-3
105,3;-3
105,3;-3
105,3;-4
105,3;-3
105,3;-3
105,3;-3
105,3;-3
105,3;-3
105,3;-3
105,3;-3
105,3;-3
105,3;-4
105,3;-3
105,3;-4
105,3;-4
105,3;-4
105,3;-4
105,3;-4
105,3;-4
105,3;-4
105,3;-4
105,3;-5
105,3;-5
105,3;-5
105,3;-5
105,3;-5
105,3;-6
105,3;-6
105,3;-6
105,3;-6
105,3;-6
105,3;-6
105,3;-6
105,3;-7
105,3;-7
105,3;-7
105,3;-7
105,3;-7
105,3;-7
105,3;-8
105,3;-8
105,3;-7
105,3;-7
105,3;-8
105,3;-7
105,3;-8
105,3;-8
105,3;-8
105,3;-8
105,3;-9
105,3;-8
105,3;-8
105,2;-8
105,2;-8
105,2;-8
105,2;-8
105,2;-9
105,2;-8
105,2;-9
105,2;-8
105,2;-9
105,2;-8
105,2;-9
105,2;-8
105,2;-9
105,2;-9
105,2;-9
105,2;-9
105,2;-9
105,2;-9
105,2;-9
105,1;-8
105,1;-9
105,1;-9
105,1;-9
105,1;-8
105,1;-9
105,1;-8
105,1;-8
105,1;-9
105,1;-8
105,1;-8
105,1;-8
105,0;-9
105,0;-9
105,0;-9
105,0;-9
105,0;-9
105,0;-9
105,0;-9
105,0;-9
105,0;-9
105,0;-9
105,0;-9
105,0;-9
105,0;-9
105,0;-9
104,9;-9
104,9;-9
104,9;-9
104,9;-9
104,9;-9
104,9;-9
104,9;-9
104,9;-9
104,9;-9
104,8;-9
104,8;-9
104,8;-9
104,8;-9
104,8;-9
104,8;-9
104,8;-9
104,7;-9
104,7;-9
104,7;-10
104,7;-9
104,7;-9
104,7;-10
104,7;-9
104,7;-10
104,6;-10
104,6;-9
104,6;-10
104,6;-9
104,6;-9
104,6;-10
104,6;-10
104,6;-9
104,5;-10
104,5;-10
104,5;-9
104,5;-9
104,5;-9
104,5;-9
104,5;-10
104,4;-10
104,4;-9
104,4;-10
104,4;-9
104,4;-9
104,4;-10
104,4;-10
104,4;-9
104,3;-10
104,3;-9
104,3;-9
104,3;-10
104,3;-10
104,3;-10
104,3;-10
104,3;-9
104,2;-10
104,2;-10
104,2;-10
104,2;-10
104,2;-10
104,2;-10
104,2;-10
104,2;-10
104,1;-10
104,1;-10
104,1;-10
104,1;-10
104,1;-10
104,1;-10
104,1;-10
104,1;-10
104,0;-10
104,0;-10
104,0;-10
104,0;-10
104,0;-10
104,0;-10
104,0;-11
103,9;-10
103,9;-10
103,9;-10
103,8;-11
103,8;-10
103,8;-11
103,7;-10
103,7;-11
103,7;-10
103,7;-10
103,6;-10
103,6;-11
103,6;-11
103,6;-11
103,6;-11
103,5;-11
103,5;-10
103,5;-11
103,5;-11
103,5;-11
103,4;-11
103,4;-11
103,4;-11
103,4;-11
103,4;-11
103,3;-11
103,3;-11
103,3;-12
103,3;-11
103,3;-11
103,2;-11
103,2;-11
103,2;-11
103,1;-11
103,1;-12
103,1;-11
103,1;-11
103,1;-12
103,0;-12
103,0;-11
103,0;-11
103,0;-12
103,0;-12
102,9;-11
102,9;-12
102,9;-12
102,9;-12
102,8;-12
102,8;-12
102,8;-12
102,8;-12
102,8;-12
102,7;-12
102,7;-12
102,7;-12
102,7;-12
102,7;-12
102,6;-12
102,6;-12
102,6;-12
102,6;-12
102,5;-12
102,5;-12
102,5;-12
102,5;-13
102,4;-12
102,4;-13
102,4;-12
102,4;-12
102,4;-12
102,3;-13
102,3;-13
102,3;-13
102,3;-12
102,2;-12
102,2;-12
102,2;-13
102,2;-12
102,1;-13
102,1;-13
102,1;-13
102,0;-13
102,0;-12
102,0;-12
102,0;-13
101,9;-13
101,9;-13
101,9;-13
101,9;-13
101,8;-13
101,8;-13
101,7;-13
101,7;-13
101,7;-13
101,7;-13
101,6;-13
101,6;-13
101,6;-13
101,6;-13
101,5;-13
101,5;-14
101,5;-13
101,5;-13
101,5;-14
101,4;-14
101,4;-13
101,4;-13
101,3;-14
101,2;-14
101,2;-14
101,2;-14
101,1;-14
101,1;-14
101,1;-14
101,0;-14
101,0;-14
101,0;-14
100,9;-14
100,9;-14
100,9;-14
100,8;-14
100,8;-14
100,8;-14
100,8;-14
100,7;-14
100,7;-14
100,6;-14
100,6;-14
100,6;-14
100,6;-15
100,5;-15
100,5;-14
100,5;-14
100,4;-14
100,4;-14
100,4;-15
100,4;-14
100,3;-14
100,3;-15
100,3;-15
100,2;-15
100,1;-15
100,1;-15
100,0;-15
100,0;-15
100,0;-15
99,9;-15
99,9;-15
99,8;-14
99,7;-15
99,7;-15
99,7;-15
99,6;-15
99,6;-15
99,5;-15
99,5;-15
99,5;-16
99,5;-15
99,4;-15
99,4;-15
99,4;-15
99,3;-16
99,3;-15
99,2;-16
99,2;-15
99,2;-15
99,1;-16
99,1;-16
99,0;-16
99,0;-16
99,0;-16
99,0;-16
98,9;-16
98,9;-16
98,9;-16
98,8;-16
98,8;-16
98,8;-16
98,7;-16
98,7;-16
98,7;-16
98,6;-16
98,6;-16
98,6;-16
98,5;-17
98,5;-16
98,5;-16
98,4;-16
98,3;-16
98,3;-16
98,3;-17
98,2;-16
98,2;-17
98,1;-17
98,1;-17
98,0;-17
98,0;-17
98,0;-16
97,9;-17
97,9;-17
97,9;-17
97,8;-17
97,8;-17
97,8;-17
97,7;-17
97,7;-17
97,7;-17
97,6;-17
97,6;-17
97,6;-17
97,5;-17
97,5;-17
97,4;-18
97,4;-17
97,3;-17
97,3;-17
97,3;-17
97,2;-17
97,2;-17
97,1;-17
97,1;-17
97,1;-17
97,0;-18
97,0;-18
96,9;-18
96,9;-17
96,9;-17
96,8;-18
96,8;-18
96,7;-18
96,7;-18
96,7;-18
96,6;-18
96,6;-18
96,6;-18
96,5;-18
96,5;-18
96,5;-18
96,4;-18
96,4;-18
96,4;-18
